# Residuals   
# Time        	Ux            	Uz            	p             	k             	omega         
1925          	2.637046e-08	5.174656e-08	4.284067e-08	6.457255e-08	3.677196e-10
1926          	2.620761e-08	5.135988e-08	4.321426e-08	6.427888e-08	3.655334e-10
1927          	2.606438e-08	5.108519e-08	4.198131e-08	6.398500e-08	3.640820e-10
1928          	2.589658e-08	5.051127e-08	4.189220e-08	6.369140e-08	3.615031e-10
1929          	2.575021e-08	5.026579e-08	4.208756e-08	6.339799e-08	3.597415e-10
1930          	2.560060e-08	4.993538e-08	4.194731e-08	6.310463e-08	3.577076e-10
1931          	2.544304e-08	4.960970e-08	4.160891e-08	6.281174e-08	3.558064e-10
1932          	2.530016e-08	4.930795e-08	4.119774e-08	6.251876e-08	3.542840e-10
1933          	2.514448e-08	4.912395e-08	4.151755e-08	6.222662e-08	3.515266e-10
1934          	2.501011e-08	4.895568e-08	4.197845e-08	6.193462e-08	3.501138e-10
1935          	2.485266e-08	4.855703e-08	4.177665e-08	6.164309e-08	3.480645e-10
1936          	2.470686e-08	4.817240e-08	4.118154e-08	6.135160e-08	3.466566e-10
1937          	2.455351e-08	4.794817e-08	4.090265e-08	6.106111e-08	3.437956e-10
1938          	2.443135e-08	4.781961e-08	4.118811e-08	6.077041e-08	3.430390e-10
1939          	2.426085e-08	4.737634e-08	4.023630e-08	6.048074e-08	3.399516e-10
1940          	2.413631e-08	4.721434e-08	4.004562e-08	6.019099e-08	3.393171e-10
1941          	2.397030e-08	4.671806e-08	3.931616e-08	5.990198e-08	3.364584e-10
1942          	2.383520e-08	4.636695e-08	3.885643e-08	5.961327e-08	3.349713e-10
1943          	2.368951e-08	4.612872e-08	3.885829e-08	5.932510e-08	3.330187e-10
1944          	2.354611e-08	4.582497e-08	3.845868e-08	5.903749e-08	3.311362e-10
1945          	2.340564e-08	4.554412e-08	3.824792e-08	5.875042e-08	3.293395e-10
1946          	2.326389e-08	4.527137e-08	3.804519e-08	5.846394e-08	3.274849e-10
1947          	2.312380e-08	4.497854e-08	3.779952e-08	5.817805e-08	3.256530e-10
1948          	2.298327e-08	4.470224e-08	3.758451e-08	5.789283e-08	3.238343e-10
1949          	2.284468e-08	4.442084e-08	3.738820e-08	5.760825e-08	3.220159e-10
1950          	2.270524e-08	4.414425e-08	3.714880e-08	5.732439e-08	3.202087e-10
1951          	2.256815e-08	4.386823e-08	3.696190e-08	5.704119e-08	3.184131e-10
1952          	2.243010e-08	4.359693e-08	3.672428e-08	5.676065e-08	3.156417e-10
1953          	2.229171e-08	4.328758e-08	4.486607e-08	5.647695e-08	3.156296e-10
1954          	2.211483e-08	4.445969e-08	4.303056e-08	5.619590e-08	3.144190e-10
1955          	2.201531e-08	4.279022e-08	4.305717e-08	5.591164e-08	3.113869e-10
1956          	2.185272e-08	4.494760e-08	4.174894e-08	5.563501e-08	3.114102e-10
1957          	2.174516e-08	4.268541e-08	4.176372e-08	5.535245e-08	3.081655e-10
1958          	2.159048e-08	4.409773e-08	4.138980e-08	5.507625e-08	3.072255e-10
1959          	2.148218e-08	4.197871e-08	4.173373e-08	5.479509e-08	3.049040e-10
1960          	2.133582e-08	4.352431e-08	4.010337e-08	5.452055e-08	3.050922e-10
1961          	2.120858e-08	4.136544e-08	4.165433e-08	5.424149e-08	3.018011e-10
1962          	2.107533e-08	4.304444e-08	4.010282e-08	5.396905e-08	3.017148e-10
1963          	2.095317e-08	4.092104e-08	4.174678e-08	5.369196e-08	2.982571e-10
1964          	2.081993e-08	4.258969e-08	3.972609e-08	5.342378e-08	2.980810e-10
1965          	2.069560e-08	4.039895e-08	4.046591e-08	5.314757e-08	2.962335e-10
1966          	2.056863e-08	4.211758e-08	3.935471e-08	5.288151e-08	2.952788e-10
1967          	2.043785e-08	4.000388e-08	4.018330e-08	5.260717e-08	2.927752e-10
1968          	2.031884e-08	4.160125e-08	3.880362e-08	5.234260e-08	2.917512e-10
1969          	2.018477e-08	3.950704e-08	3.968148e-08	5.206998e-08	2.893509e-10
1970          	2.006730e-08	4.107229e-08	3.830727e-08	5.180680e-08	2.883836e-10
1971          	1.993779e-08	3.899604e-08	3.915317e-08	5.153693e-08	2.848286e-10
1972          	1.982008e-08	4.049223e-08	3.897812e-08	5.127343e-08	2.843861e-10
1973          	1.969917e-08	3.852478e-08	3.948228e-08	5.100446e-08	2.813920e-10
1974          	1.956417e-08	3.987956e-08	3.852310e-08	5.074277e-08	2.806382e-10
1975          	1.946166e-08	3.803933e-08	3.872876e-08	5.047537e-08	2.782862e-10
1976          	1.932546e-08	3.941582e-08	3.777648e-08	5.021542e-08	2.783949e-10
1977          	1.921784e-08	3.771559e-08	3.886164e-08	4.994995e-08	2.749544e-10
1978          	1.909744e-08	3.913587e-08	3.854461e-08	4.969147e-08	2.743073e-10
1979          	1.898125e-08	3.723060e-08	3.890036e-08	4.942777e-08	2.717391e-10
1980          	1.885416e-08	3.851272e-08	3.539861e-08	4.917040e-08	2.715018e-10
1981          	1.869896e-08	3.707618e-08	3.434742e-08	4.890991e-08	2.677513e-10
1982          	1.861838e-08	3.693587e-08	3.305503e-08	4.864970e-08	2.671852e-10
1983          	1.847618e-08	3.725501e-08	3.248936e-08	4.839243e-08	2.651349e-10
1984          	1.836389e-08	3.719169e-08	3.294865e-08	4.813610e-08	2.636742e-10
1985          	1.826427e-08	3.679166e-08	3.314562e-08	4.788015e-08	2.621996e-10
1986          	1.814332e-08	3.640227e-08	3.268248e-08	4.762547e-08	2.605424e-10
1987          	1.803680e-08	3.614447e-08	3.205538e-08	4.737163e-08	2.590017e-10
1988          	1.792346e-08	3.588345e-08	3.151991e-08	4.711903e-08	2.576602e-10
1989          	1.780198e-08	3.572188e-08	3.187906e-08	4.686769e-08	2.560412e-10
1990          	1.770988e-08	3.560021e-08	3.230156e-08	4.661709e-08	2.547652e-10
1991          	1.758025e-08	3.529915e-08	3.199335e-08	4.636818e-08	2.529310e-10
1992          	1.748149e-08	3.503858e-08	3.140607e-08	4.612005e-08	2.516778e-10
1993          	1.737438e-08	3.487279e-08	3.076059e-08	4.587292e-08	2.510871e-10
1994          	1.724464e-08	3.449752e-08	3.102141e-08	4.562706e-08	2.479341e-10
1995          	1.715691e-08	3.446078e-08	3.047064e-08	4.538171e-08	2.484932e-10
1996          	1.702379e-08	3.413017e-08	3.068311e-08	4.513794e-08	2.449978e-10
1997          	1.694368e-08	3.406930e-08	3.002588e-08	4.489416e-08	2.456482e-10
1998          	1.680613e-08	3.371108e-08	3.018225e-08	4.465204e-08	2.420364e-10
1999          	1.673579e-08	3.369253e-08	2.955285e-08	4.440970e-08	2.426882e-10
2000          	1.659197e-08	3.329553e-08	2.979850e-08	4.416919e-08	2.391696e-10
